Объект1_Бинарный,Объект1_Форма,Объект1_Направление,Объект1_Угол,Объект2_Бинарный,Объект2_Форма,Объект2_Направление,Объект2_Угол,Коллизия
1,Куб,Вперед,255.76587265230842,0,Пирамида,Назад,88.48021763448423,Да
0,Куб,Назад,268.19444909657955,1,Пирамида,Право,256.9233617227352,Да
1,Куб,Лево,30.542522397801104,0,Куб,Назад,192.1903608419934,Да
0,Пирамида,Право,85.43279506797035,1,Куб,Назад,94.50038763143841,Да
1,Куб,Лево,29.7459826869426,0,Куб,Вперед,80.16984415661787,Нет
1,Пирамида,Лево,345.11046372133615,1,Пирамида,Лево,310.7629258003769,Да
0,Куб,Вперед,299.90010559969704,1,Сфера,Право,32.24416306337081,Да
0,Сфера,Право,34.123654682516324,0,Сфера,Лево,256.21412726717443,Да
0,Куб,Вперед,127.32921040749481,1,Пирамида,Назад,64.94984198671051,Нет
0,Пирамида,Вперед,26.39739607584815,0,Сфера,Назад,274.12982843858873,Нет
0,Сфера,Назад,107.85440041098987,0,Сфера,Лево,259.36494964777813,Нет
1,Пирамида,Назад,246.3228201833352,0,Сфера,Вперед,122.37592241803058,Нет
1,Куб,Назад,158.09321636437647,0,Сфера,Право,238.17841608302948,Да
0,Куб,Лево,252.92539338036602,1,Сфера,Право,312.22711531893384,Нет
1,Куб,Назад,327.6568312853201,1,Сфера,Назад,235.6359367586869,Да
0,Пирамида,Вперед,310.0405039765245,0,Куб,Право,244.82314827091815,Нет
1,Куб,Вперед,323.61767696539124,0,Куб,Лево,155.41559453630052,Да
0,Сфера,Право,71.53636348715867,0,Пирамида,Лево,236.96606171178237,Нет
0,Сфера,Вперед,129.96196001056765,0,Сфера,Лево,198.48379388628416,Нет
0,Куб,Право,296.78773029829085,0,Сфера,Право,152.99143027161622,Да
1,Куб,Право,9.890945293809912,0,Пирамида,Вперед,322.42722507113166,Нет
1,Сфера,Лево,156.49407006428933,1,Куб,Право,65.02937612561745,Нет
1,Сфера,Назад,72.53987556846221,0,Сфера,Назад,131.26997874392345,Да
1,Пирамида,Вперед,249.05089528015498,0,Пирамида,Вперед,219.2485290921755,Нет
1,Куб,Право,223.19639240961482,0,Сфера,Вперед,181.24720201059787,Нет
1,Куб,Лево,152.3241887262525,0,Сфера,Назад,231.17277835558238,Нет
0,Сфера,Назад,130.21119209450762,0,Куб,Право,336.4889707077261,Да
0,Пирамида,Лево,295.48245438366143,1,Куб,Право,151.05351234441682,Нет
1,Пирамида,Лево,101.60343059204801,0,Пирамида,Назад,117.37361873022097,Нет
1,Сфера,Лево,131.03150499397628,0,Куб,Лево,312.60608439670796,Нет
0,Сфера,Право,105.89227816013417,0,Пирамида,Право,330.3455447632581,Нет
0,Пирамида,Вперед,162.24291593583163,1,Пирамида,Лево,172.4606024822094,Да
0,Куб,Лево,100.99717190360249,0,Сфера,Лево,98.07377521385988,Да
1,Пирамида,Назад,265.5811397258314,0,Сфера,Вперед,327.4198500071775,Да
0,Пирамида,Лево,130.71134057269813,0,Сфера,Вперед,288.08192086481273,Нет
0,Пирамида,Вперед,220.5446216331007,1,Сфера,Назад,119.1550534474726,Да
0,Сфера,Назад,145.6056580067865,0,Сфера,Лево,168.67840862028493,Нет
1,Куб,Лево,170.08168946807456,0,Куб,Вперед,240.57908125701317,Нет
0,Куб,Вперед,351.1054152359864,1,Пирамида,Право,39.97443807373094,Нет
0,Куб,Право,82.38764537085089,1,Сфера,Вперед,343.57874658124246,Нет
0,Сфера,Назад,302.67067599645276,1,Пирамида,Вперед,9.114137104102667,Да
1,Сфера,Вперед,25.954522759610246,1,Сфера,Вперед,97.98969248770652,Нет
0,Сфера,Вперед,20.09573882490193,1,Куб,Назад,60.74516523382437,Нет
0,Сфера,Вперед,236.6798695179762,0,Куб,Назад,322.84143695818153,Нет
1,Пирамида,Вперед,102.7749418694011,0,Куб,Вперед,341.52059342405386,Нет
1,Сфера,Вперед,157.36650619875127,0,Куб,Назад,309.35373403122173,Нет
0,Куб,Лево,266.0744192438757,0,Куб,Право,2.120718570862672,Да
1,Сфера,Лево,114.14784370294286,1,Сфера,Вперед,38.01665367495861,Нет
1,Сфера,Лево,9.916902050141676,1,Сфера,Право,277.3517080446935,Нет
0,Куб,Право,142.61171053708395,1,Пирамида,Право,64.17255449301628,Да
1,Сфера,Лево,182.11794796083566,0,Сфера,Право,52.99565860755667,Да
0,Пирамида,Назад,254.38716495176863,1,Пирамида,Назад,262.6146466533192,Нет
0,Сфера,Право,203.50504678740378,0,Сфера,Право,68.46031981943503,Да
1,Пирамида,Вперед,163.8526523448674,1,Куб,Лево,257.01894130474994,Да
1,Пирамида,Лево,266.8523344023893,0,Пирамида,Вперед,13.71632407377938,Нет
1,Сфера,Вперед,137.02421143393371,0,Сфера,Вперед,38.10143507888689,Да
1,Сфера,Вперед,278.57933103589943,1,Пирамида,Назад,255.46821668496818,Нет
0,Куб,Лево,56.95031002014746,1,Сфера,Вперед,170.3726454715599,Да
1,Сфера,Назад,297.64959265355674,1,Сфера,Вперед,69.35108390578725,Да
0,Куб,Лево,188.7149173016218,0,Пирамида,Лево,119.33122292146015,Нет
1,Куб,Вперед,252.86498203879944,0,Куб,Назад,248.5374252547657,Да
0,Сфера,Вперед,130.13088142645714,1,Куб,Вперед,98.35901267814637,Нет
1,Пирамида,Лево,308.8433576271852,1,Пирамида,Лево,48.91134766025115,Нет
1,Пирамида,Назад,222.4084445458166,0,Сфера,Вперед,184.16441651410582,Да
1,Куб,Лево,10.064106124445056,0,Куб,Лево,46.46296490665828,Да
0,Сфера,Вперед,181.71365399708125,0,Пирамида,Лево,193.77267395162053,Да
1,Куб,Право,67.01374957445819,0,Куб,Вперед,185.6304122942883,Да
1,Сфера,Назад,145.27718628044911,1,Пирамида,Назад,35.79538246336998,Да
1,Сфера,Вперед,291.6794204913691,0,Куб,Право,83.70896371849236,Да
1,Куб,Право,260.47648104737596,0,Пирамида,Назад,219.33163763558213,Нет
0,Куб,Вперед,48.11576334325403,0,Пирамида,Вперед,289.44535293018896,Да
1,Сфера,Лево,114.4804420043967,0,Пирамида,Назад,91.2508919469545,Нет
1,Пирамида,Лево,147.10560089381795,0,Пирамида,Вперед,193.989059164631,Нет
0,Пирамида,Вперед,185.28901727275138,0,Куб,Лево,355.23101695438197,Да
0,Куб,Право,287.45218713095414,0,Куб,Право,150.02624642588697,Да
0,Сфера,Лево,159.86376222962156,0,Сфера,Вперед,177.26318931099345,Да
1,Пирамида,Назад,244.6365036904264,1,Сфера,Вперед,334.75478757837385,Нет
0,Сфера,Право,176.47199704668188,0,Сфера,Лево,281.50340173216904,Да
1,Куб,Лево,21.36417144316162,1,Пирамида,Назад,199.33185357405313,Да
0,Сфера,Лево,295.25424816854354,0,Пирамида,Назад,44.40844015429837,Да
0,Пирамида,Лево,10.261551325033782,0,Пирамида,Лево,328.4165180039056,Нет
0,Сфера,Вперед,16.892155642830854,0,Пирамида,Вперед,19.470946529224413,Да
0,Сфера,Вперед,284.67883546700875,1,Сфера,Лево,352.52150697837953,Да
1,Сфера,Назад,14.568334406027823,1,Куб,Лево,120.68437271409496,Да
0,Сфера,Право,269.51292976003083,0,Сфера,Назад,257.73192145317904,Да
0,Сфера,Назад,213.7882917649028,1,Пирамида,Назад,240.08865554656808,Да
1,Пирамида,Лево,121.56178899589922,0,Сфера,Вперед,253.69140131942643,Нет
1,Пирамида,Лево,117.50284130065474,0,Пирамида,Право,73.24388175856997,Нет
0,Куб,Назад,145.22106695587317,0,Куб,Назад,263.1538458620792,Нет
1,Сфера,Лево,287.91620914817315,1,Сфера,Лево,239.87189661047194,Нет
0,Сфера,Лево,19.82949537327149,1,Пирамида,Вперед,13.620061317704213,Да
0,Куб,Лево,257.29510763868444,1,Пирамида,Право,44.93248724118475,Да
1,Сфера,Лево,288.34803685702263,1,Сфера,Назад,8.305403921741505,Да
1,Сфера,Вперед,209.91508766056566,0,Сфера,Назад,125.75619188559753,Да
0,Пирамида,Вперед,106.35386742453238,0,Сфера,Вперед,253.25053066460373,Да
0,Куб,Вперед,125.17222356218485,0,Сфера,Вперед,252.99006684961148,Нет
1,Куб,Вперед,243.32356149196417,1,Пирамида,Вперед,183.2560016743118,Да
1,Куб,Назад,26.313041347369968,1,Сфера,Вперед,130.9132338264218,Да
1,Пирамида,Право,83.85904539430034,1,Сфера,Вперед,205.80024720293093,Да
1,Куб,Лево,165.83396506052793,1,Сфера,Назад,261.7524057055895,Нет
0,Сфера,Назад,116.20014828620566,1,Пирамида,Вперед,276.3267490865466,Да
0,Куб,Лево,183.69171493306055,1,Куб,Назад,220.83544527215463,Нет
1,Пирамида,Право,60.44317722589785,0,Куб,Лево,348.64787516160175,Нет
1,Пирамида,Вперед,337.7895799450362,0,Пирамида,Лево,359.5716139695043,Да
1,Пирамида,Вперед,335.698605946278,1,Куб,Назад,87.43399891562059,Да
1,Пирамида,Право,312.4041822532283,1,Пирамида,Лево,254.89568346553102,Нет
1,Пирамида,Лево,13.341579106267968,1,Куб,Право,175.53248374619972,Нет
1,Сфера,Лево,320.13905118649484,1,Куб,Лево,11.972572254751839,Нет
0,Пирамида,Назад,128.46631993700007,1,Пирамида,Лево,302.7440405175701,Да
0,Куб,Назад,171.85815362724287,1,Куб,Право,324.192583427233,Да
0,Пирамида,Вперед,108.50560973618859,0,Пирамида,Право,15.069471636050412,Нет
0,Куб,Вперед,264.3900987796795,0,Пирамида,Вперед,207.70602302855497,Да
0,Куб,Назад,347.89364760189994,0,Пирамида,Вперед,236.76740134049396,Нет
0,Сфера,Право,175.17238035025403,0,Пирамида,Назад,115.66202698536891,Нет
0,Куб,Лево,107.91021718724589,0,Куб,Назад,269.3737103653557,Нет
1,Пирамида,Назад,186.46935259682803,1,Сфера,Вперед,38.470050118082554,Да
0,Сфера,Вперед,339.0763185238847,1,Пирамида,Лево,7.812149120211438,Да
1,Сфера,Лево,290.6501973698242,0,Пирамида,Право,91.80605160579108,Нет
1,Куб,Вперед,336.0522508974131,0,Сфера,Вперед,318.3332811545442,Да
1,Пирамида,Вперед,227.47123191923382,0,Пирамида,Назад,18.55645125426002,Нет
1,Пирамида,Вперед,62.473176506540305,0,Куб,Лево,48.85676767404805,Нет
1,Куб,Вперед,104.50619996982716,1,Пирамида,Вперед,81.96656896453725,Нет
