Объект1_Бинарный,Объект1_Форма,Объект1_Направление,Объект1_Угол,Объект2_Бинарный,Объект2_Форма,Объект2_Направление,Объект2_Угол,Коллизия
1,Куб,Вперед,81.0229041806337,1,Сфера,Вперед,332.5302421741344,Да
0,Сфера,Назад,255.522345468924,1,Сфера,Лево,345.99702488558336,Нет
1,Куб,Лево,56.373403136939714,0,Сфера,Право,286.4417401640629,Да
1,Сфера,Назад,23.33746697477034,1,Куб,Назад,254.98689466836512,Нет
0,Пирамида,Назад,169.87674224908483,0,Сфера,Право,98.39912672660832,Да
0,Куб,Назад,321.8125165414917,0,Сфера,Вперед,89.02104748299423,Нет
0,Сфера,Вперед,65.6646920041121,0,Сфера,Вперед,121.676365734668,Да
0,Пирамида,Вперед,335.98206931306015,0,Куб,Лево,131.9640019594606,Нет
1,Куб,Назад,152.3431591252922,1,Куб,Право,195.40262654700157,Да
1,Сфера,Назад,355.55232115736504,1,Куб,Вперед,86.3634551270895,Нет
1,Пирамида,Вперед,112.48448847772733,0,Куб,Лево,76.786957743288,Да
1,Пирамида,Право,222.2688897021131,1,Пирамида,Вперед,344.9534200524364,Да
1,Сфера,Право,284.83322605811395,1,Пирамида,Вперед,255.92257273850137,Да
0,Пирамида,Вперед,88.05235344390478,0,Куб,Назад,28.057615267610853,Нет
1,Куб,Вперед,212.87762727188164,1,Сфера,Назад,147.37440171287076,Да
1,Сфера,Лево,120.30009982525937,0,Сфера,Лево,115.76690517031192,Да
1,Сфера,Назад,125.57344979082833,1,Сфера,Лево,104.36513174886136,Да
0,Сфера,Вперед,358.2508228080627,0,Сфера,Лево,343.7713297711836,Нет
0,Пирамида,Назад,40.21597878331738,1,Сфера,Право,308.27326316993975,Нет
0,Пирамида,Вперед,142.13305715395023,1,Сфера,Назад,104.62475430456753,Нет
1,Куб,Право,281.0419708279226,1,Пирамида,Лево,175.4356599795118,Да
0,Куб,Назад,134.94631225490306,1,Сфера,Вперед,8.357963965502492,Да
0,Пирамида,Лево,117.9824309573318,0,Сфера,Право,193.17435096024107,Да
0,Сфера,Лево,194.89646797832748,1,Сфера,Вперед,91.81587895400128,Да
1,Сфера,Назад,284.2392732264443,0,Куб,Назад,323.3695302757533,Нет
0,Сфера,Лево,80.70988203351467,0,Пирамида,Назад,85.39554344725988,Нет
0,Сфера,Право,206.19538784178704,1,Сфера,Назад,189.1073875136332,Да
1,Куб,Лево,53.82830668809384,0,Пирамида,Вперед,256.0881794613252,Нет
1,Куб,Назад,57.76692191641763,1,Сфера,Лево,290.7042522949345,Да
0,Сфера,Право,250.2509406656071,1,Куб,Назад,217.7042292800552,Да
0,Пирамида,Вперед,115.39125810466396,1,Куб,Лево,319.0582020920046,Да
0,Куб,Право,79.22101228462544,0,Сфера,Вперед,164.85205153772048,Нет
1,Пирамида,Назад,156.5612727313099,0,Куб,Назад,293.9224987331743,Да
1,Куб,Право,346.7158204484021,1,Сфера,Вперед,164.7261981761621,Нет
1,Сфера,Лево,92.25429191563704,1,Пирамида,Назад,303.20531061572007,Нет
1,Пирамида,Право,90.44175808610278,1,Пирамида,Право,19.652867578141215,Нет
0,Сфера,Вперед,311.18227988246787,0,Сфера,Назад,41.03306188945295,Да
1,Пирамида,Право,59.9626859038939,1,Куб,Вперед,309.28683729768676,Да
0,Куб,Вперед,319.4424227857118,0,Куб,Назад,37.034246044599385,Да
1,Куб,Вперед,80.51287210220931,1,Сфера,Назад,244.7338101324897,Нет
1,Сфера,Лево,218.460977430346,0,Пирамида,Назад,230.71284021032972,Нет
1,Пирамида,Назад,189.06893092923983,1,Сфера,Право,196.6601942097431,Нет
0,Куб,Назад,11.061014129874952,0,Сфера,Лево,264.40764183981724,Да
0,Куб,Назад,1.5911151447145144,1,Сфера,Лево,318.33979846193097,Нет
0,Куб,Право,183.522976732976,1,Куб,Право,130.08186618663098,Да
1,Сфера,Право,25.62096020528614,0,Куб,Назад,104.9569882736676,Да
0,Куб,Вперед,46.00371420863433,0,Пирамида,Вперед,75.45801880212835,Нет
0,Пирамида,Право,21.802220139146897,1,Куб,Назад,48.60622911832384,Да
1,Сфера,Право,321.99250719259754,1,Сфера,Вперед,321.2947980751928,Да
0,Куб,Назад,353.919111876536,1,Куб,Лево,285.61494807579766,Да
0,Сфера,Лево,192.37498910451927,1,Пирамида,Лево,105.06632825674772,Да
1,Пирамида,Лево,165.53665984906402,1,Сфера,Назад,56.73694534905039,Да
1,Куб,Вперед,321.50765305531496,1,Куб,Право,58.974561550367106,Да
1,Пирамида,Назад,291.13605094786334,0,Пирамида,Право,334.8475786225169,Да
0,Сфера,Право,102.45167504759281,0,Сфера,Назад,30.974247868847286,Нет
1,Пирамида,Вперед,170.75523198284552,1,Куб,Право,9.015602663959562,Да
1,Куб,Вперед,248.42241938108978,1,Сфера,Право,8.791161092679594,Да
1,Сфера,Вперед,8.026332022923457,0,Пирамида,Право,267.3229460740045,Нет
0,Пирамида,Вперед,37.94322309361691,1,Сфера,Лево,306.7342824249913,Нет
0,Пирамида,Вперед,234.3949491022954,0,Сфера,Назад,316.1350227109327,Нет
0,Куб,Вперед,335.40867141462337,1,Куб,Право,13.440299601062119,Нет
0,Куб,Право,41.48103971932815,1,Пирамида,Лево,149.76480210721465,Нет
1,Пирамида,Право,90.16298375372075,0,Пирамида,Лево,60.320811915853874,Да
1,Пирамида,Право,27.462315965419762,1,Пирамида,Назад,120.16478756178212,Да
1,Сфера,Вперед,134.80000873180356,1,Сфера,Право,290.20107576297556,Да
1,Куб,Лево,337.6519378585608,1,Сфера,Лево,149.8324716971316,Да
0,Пирамида,Лево,160.18964631399695,1,Сфера,Право,29.01465855471383,Нет
1,Куб,Вперед,265.49868100637474,1,Пирамида,Лево,294.72417867750687,Нет
1,Куб,Назад,73.24880107390422,0,Пирамида,Вперед,110.39276224844758,Нет
1,Куб,Вперед,31.185890252843585,0,Сфера,Назад,118.0136477973844,Нет
0,Куб,Вперед,295.99498255057705,0,Пирамида,Вперед,284.0872475526451,Нет
1,Пирамида,Право,278.8595056674641,1,Пирамида,Вперед,242.08422251053491,Нет
0,Куб,Вперед,63.68708135925949,0,Куб,Вперед,85.26362472209492,Да
0,Сфера,Право,240.64810339879304,0,Куб,Лево,185.28427781706705,Нет
1,Сфера,Назад,320.87318135258994,1,Куб,Лево,8.569429019236757,Нет
0,Куб,Лево,124.75840187306048,1,Куб,Вперед,356.5530314667905,Да
1,Пирамида,Право,220.38434769764189,1,Куб,Лево,183.12365570955345,Да
0,Сфера,Вперед,114.13591334581558,0,Сфера,Вперед,242.44498002415108,Да
1,Куб,Лево,297.0935451900129,0,Сфера,Лево,45.61781356302567,Да
