Объект1_Бинарный,Объект1_Форма,Объект1_Направление,Объект1_Угол,Объект2_Бинарный,Объект2_Форма,Объект2_Направление,Объект2_Угол,Коллизия
1,Сфера,Назад,254.7708852000066,0,Куб,Вперед,24.772983694498436,Да
0,Куб,Лево,216.79534064217378,0,Пирамида,Вперед,149.7926128506769,Нет
1,Куб,Вперед,163.85343033401443,0,Пирамида,Лево,186.37018174816004,Нет
0,Куб,Право,331.4102777844636,1,Куб,Лево,340.9261553906185,Да
0,Сфера,Назад,167.5986898106177,0,Куб,Лево,321.995906742852,Нет
0,Куб,Право,10.267661516182628,1,Сфера,Лево,42.05503442388907,Нет
0,Куб,Вперед,42.58574458401657,1,Куб,Назад,64.74205624554418,Нет
0,Сфера,Право,283.07897979003343,0,Пирамида,Лево,200.4741604957106,Нет
0,Сфера,Вперед,289.10988457106254,1,Куб,Право,22.78052792846846,Нет
1,Куб,Право,153.61552351091234,1,Сфера,Право,170.1916780175644,Да
0,Куб,Назад,359.83956062618023,0,Сфера,Назад,179.45551818132935,Нет
0,Куб,Лево,78.33770126717906,1,Сфера,Право,131.97232925419323,Нет
0,Сфера,Лево,168.8880288178879,0,Сфера,Вперед,99.73204991069818,Да
1,Сфера,Назад,278.57650588988156,0,Пирамида,Лево,266.4033133989508,Нет
0,Куб,Лево,138.8159317464829,1,Сфера,Право,244.27027204984327,Нет
1,Сфера,Назад,41.11450190535404,0,Сфера,Назад,81.67617714435613,Да
0,Куб,Вперед,105.4618630112392,1,Пирамида,Назад,354.3660877032256,Нет
0,Куб,Лево,201.1046155267689,0,Сфера,Право,175.7999873436376,Нет
0,Сфера,Право,225.68131573101212,0,Пирамида,Лево,153.14850263222118,Да
1,Пирамида,Право,132.89887098544432,0,Сфера,Лево,122.67981057691568,Да
0,Куб,Вперед,57.15586704611943,1,Куб,Право,198.04853104013455,Нет
1,Пирамида,Право,149.24820355497062,1,Сфера,Вперед,20.60567054062432,Да
0,Сфера,Право,56.12722080055583,0,Куб,Назад,313.9917333256939,Да
1,Пирамида,Назад,42.43092053866205,1,Пирамида,Лево,236.6449519293335,Нет
1,Куб,Право,315.37278728153456,1,Куб,Лево,233.51376185247005,Нет
1,Сфера,Назад,343.3180575617284,0,Пирамида,Право,318.4606690329877,Нет
1,Сфера,Вперед,159.36834172857908,1,Пирамида,Назад,161.63914622274726,Да
0,Сфера,Лево,234.4118150260056,0,Пирамида,Право,252.42326457878733,Да
0,Куб,Право,345.14427516720025,1,Куб,Право,89.35513009762444,Да
1,Куб,Вперед,113.4448960262711,1,Сфера,Назад,285.10856686067615,Нет
0,Сфера,Право,186.54161261039494,1,Пирамида,Лево,345.6158395239583,Да
0,Куб,Вперед,106.34496340005565,0,Пирамида,Право,224.76680234692577,Да
0,Пирамида,Право,27.211795062113314,0,Сфера,Право,87.70930905410384,Нет
1,Куб,Вперед,187.7125716285722,1,Сфера,Лево,134.32808109142644,Да
1,Куб,Лево,229.72113691078198,0,Пирамида,Право,54.45563369893999,Нет
