Объект1_Бинарный,Объект1_Форма,Объект1_Направление,Объект1_Угол,Объект2_Бинарный,Объект2_Форма,Объект2_Направление,Объект2_Угол,Коллизия
1,Куб,Лево,251.42344504019263,0,Пирамида,Вперед,296.51095229419263,Да
1,Пирамида,Лево,15.802660570073845,0,Куб,Назад,120.62621193383504,Нет
1,Сфера,Лево,117.49836947853825,0,Сфера,Вперед,51.73372748104739,Нет
0,Куб,Вперед,253.46608715471103,0,Сфера,Лево,256.12766752404843,Да
1,Пирамида,Лево,231.65677810979255,1,Пирамида,Вперед,21.018763726499845,Да
0,Куб,Вперед,146.5353341915609,0,Сфера,Право,214.29036869514908,Нет
1,Пирамида,Лево,42.84911066441333,0,Куб,Вперед,244.44926423530976,Нет
0,Куб,Право,49.498505960849705,0,Сфера,Лево,9.563983076483758,Нет
0,Пирамида,Право,150.5073883829361,0,Сфера,Лево,124.62055126382796,Нет
0,Куб,Лево,142.46404069800877,0,Куб,Назад,354.47804746625604,Да
1,Куб,Вперед,121.27925916261061,1,Пирамида,Лево,8.776283477994419,Нет
0,Сфера,Вперед,259.9242487205012,1,Пирамида,Право,210.4966795561328,Да
0,Сфера,Вперед,205.38916557532153,0,Куб,Вперед,275.09020595187286,Нет
0,Куб,Право,87.66252110085034,0,Пирамида,Вперед,152.83361140910378,Нет
0,Куб,Вперед,231.69587067550395,0,Куб,Лево,355.39839394569395,Нет
0,Куб,Лево,166.33906907360023,0,Сфера,Лево,335.0699157863627,Нет
0,Пирамида,Право,200.76356482565615,1,Куб,Вперед,300.1355110455802,Нет
1,Куб,Вперед,34.88947045700686,0,Сфера,Вперед,102.72536062794534,Нет
0,Сфера,Назад,219.1958344776038,1,Куб,Назад,1.0312659347911879,Нет
1,Сфера,Право,106.69433029133802,1,Пирамида,Лево,46.5832617015355,Нет
0,Куб,Вперед,349.48893726892777,1,Пирамида,Назад,246.96036055015313,Да
1,Сфера,Назад,93.45948099737294,0,Пирамида,Лево,183.6901314375461,Нет
1,Сфера,Лево,129.1383412025624,1,Пирамида,Вперед,264.382952519873,Да
1,Сфера,Лево,310.98479852353023,0,Сфера,Назад,46.15130857887484,Нет
1,Пирамида,Лево,1.75925999460258,1,Сфера,Вперед,11.823245445835774,Да
0,Сфера,Право,142.74624897906168,0,Сфера,Право,306.0273915039639,Нет
0,Куб,Назад,193.26592376656106,0,Куб,Лево,342.8547419062938,Да
0,Сфера,Право,239.12699269406957,1,Пирамида,Лево,23.321586358013565,Да
1,Куб,Право,96.77458244702646,0,Сфера,Лево,228.82736424321732,Нет
0,Куб,Вперед,237.41382062285533,0,Куб,Лево,124.74031899800066,Да
1,Пирамида,Вперед,81.95890079722305,1,Сфера,Назад,220.7752334482434,Да
0,Пирамида,Лево,175.2860861001369,1,Пирамида,Вперед,279.7637438028233,Нет
0,Куб,Лево,170.39091576307447,1,Пирамида,Лево,42.72623472107051,Нет
0,Пирамида,Назад,242.86827955541744,1,Куб,Вперед,140.69471680945293,Да
0,Пирамида,Право,14.323060543823463,1,Сфера,Назад,157.3961219773386,Да
1,Пирамида,Право,320.0347226618768,1,Куб,Право,132.17178065210982,Нет
0,Сфера,Назад,156.50569673471543,0,Пирамида,Право,183.8260299051018,Да
0,Пирамида,Право,64.39174740312058,1,Куб,Назад,119.63191586364931,Да
0,Куб,Назад,330.128281305041,0,Куб,Назад,155.70396385491466,Нет
0,Пирамида,Назад,212.6190867568388,0,Сфера,Назад,117.22875337342825,Да
0,Сфера,Назад,291.0489258434914,0,Куб,Право,262.6136059074467,Нет
1,Сфера,Вперед,359.0663081853366,0,Пирамида,Назад,298.94952852911393,Нет
0,Куб,Лево,20.92416384961514,0,Сфера,Лево,37.844732687025854,Да
1,Пирамида,Вперед,186.15295774709028,1,Пирамида,Право,97.22288440499311,Да
0,Сфера,Лево,76.87888808413376,1,Сфера,Назад,253.0138422622095,Нет
1,Сфера,Право,237.0239112332558,0,Пирамида,Лево,316.87433462523154,Да
0,Пирамида,Лево,122.59733695484343,0,Сфера,Назад,354.98446624695475,Нет
0,Пирамида,Право,80.8810984482636,1,Сфера,Назад,303.3044302295559,Да
1,Куб,Право,345.0267004954982,1,Куб,Лево,241.00118952149975,Да
0,Пирамида,Право,188.98470832084197,0,Сфера,Назад,90.51022214727168,Нет
0,Пирамида,Лево,132.74725439770825,1,Пирамида,Право,215.71927751102592,Да
0,Куб,Лево,226.36128310480885,0,Пирамида,Назад,132.90721819935607,Да
1,Сфера,Назад,332.2120557505055,1,Куб,Лево,16.820703204272533,Да
0,Куб,Вперед,297.90702415141845,0,Сфера,Вперед,288.5642152981463,Нет
0,Куб,Вперед,213.63035713993133,1,Сфера,Лево,158.18003200603317,Нет
0,Сфера,Право,15.230979787589835,0,Пирамида,Назад,126.38468403315547,Да
1,Пирамида,Право,196.78093172473822,0,Сфера,Назад,349.6388425630237,Нет
1,Пирамида,Назад,182.4296102945579,1,Пирамида,Лево,134.08221741466124,Да
1,Сфера,Право,338.4331454386836,1,Пирамида,Лево,304.53494139471206,Нет
0,Пирамида,Право,172.3032079800908,1,Куб,Вперед,169.70281827195296,Нет
0,Сфера,Право,145.64096488960342,1,Сфера,Назад,6.970416148468543,Нет
1,Куб,Вперед,6.305807064625029,1,Куб,Право,72.82221866700871,Нет
0,Куб,Вперед,291.23235134590163,1,Пирамида,Право,273.2268941226852,Да
0,Сфера,Назад,289.52215117413823,1,Сфера,Назад,256.0102799046749,Нет
1,Сфера,Назад,117.49243487626428,1,Пирамида,Назад,35.01185421006547,Нет
1,Пирамида,Право,20.424362556723594,1,Сфера,Лево,94.50773108974077,Да
0,Пирамида,Назад,19.991585388400303,1,Пирамида,Назад,274.0496561945319,Нет
0,Куб,Вперед,320.1722718792106,1,Сфера,Вперед,93.7909889098461,Нет
1,Сфера,Право,35.12599510480601,0,Куб,Вперед,299.22144166778503,Да
0,Пирамида,Лево,254.04051719363864,1,Куб,Лево,251.83803538458412,Да
0,Сфера,Лево,134.57769161559153,0,Куб,Право,86.76090967016691,Нет
0,Куб,Вперед,66.34400560860037,0,Сфера,Вперед,332.4824977451518,Нет
0,Куб,Вперед,24.588955911590972,0,Пирамида,Лево,351.54161206936607,Да
1,Сфера,Право,104.15149069529267,1,Сфера,Право,212.93920094240096,Да
0,Пирамида,Назад,42.69008851300206,1,Сфера,Право,121.23608975741665,Да
0,Сфера,Вперед,308.26046346919634,1,Сфера,Назад,106.1142547343734,Да
0,Куб,Назад,358.99977910125784,0,Сфера,Право,7.435009108206536,Нет
0,Сфера,Вперед,90.05478368457723,0,Куб,Вперед,13.13326640115604,Нет
0,Сфера,Вперед,103.55633371183241,0,Сфера,Назад,275.5539934536128,Да
1,Куб,Право,107.22761732308535,0,Пирамида,Право,115.10650102418094,Да
0,Сфера,Лево,135.860630079382,0,Пирамида,Назад,357.10482382238564,Нет
1,Пирамида,Право,232.37570548232515,0,Сфера,Назад,336.89584629042463,Нет
0,Куб,Вперед,273.46407204021943,1,Сфера,Вперед,336.5186898692544,Нет
