Объект1_Бинарный,Объект1_Форма,Объект1_Направление,Объект1_Угол,Объект2_Бинарный,Объект2_Форма,Объект2_Направление,Объект2_Угол,Коллизия
1,Пирамида,Право,321.37230702975836,0,Сфера,Лево,312.14530433985993,Нет
0,Пирамида,Вперед,232.30837823440584,1,Куб,Вперед,359.3244340932592,Да
0,Куб,Вперед,265.8653444118929,1,Пирамида,Назад,211.9124292427284,Да
0,Куб,Право,331.84033659151055,0,Пирамида,Лево,132.34438417572446,Нет
1,Куб,Право,90.95883459514724,1,Куб,Вперед,171.4163214241272,Да
0,Куб,Лево,313.6154707170245,0,Куб,Лево,345.4319608207981,Нет
0,Куб,Назад,175.04290414348466,0,Пирамида,Вперед,153.71666960554757,Нет
0,Пирамида,Лево,351.0768969781858,1,Сфера,Право,210.05727136262612,Нет
1,Куб,Вперед,107.16607585869416,1,Пирамида,Право,260.1244685363961,Нет
1,Пирамида,Лево,11.79797732270651,0,Сфера,Право,298.80472994859923,Нет
1,Куб,Вперед,247.28304871428358,0,Пирамида,Право,358.54007898908316,Нет
1,Сфера,Назад,147.04622206734385,0,Сфера,Право,173.26407071384395,Да
0,Пирамида,Вперед,173.11074325381188,0,Пирамида,Назад,241.4410111325157,Да
1,Куб,Право,23.496703891916205,0,Сфера,Вперед,61.18451249509627,Да
0,Куб,Лево,10.267824154973543,0,Пирамида,Вперед,93.72114708298302,Да
0,Куб,Назад,50.962269657025,1,Куб,Вперед,34.68597752893449,Нет
1,Сфера,Назад,290.36323076528424,1,Пирамида,Лево,100.57682029160998,Нет
1,Пирамида,Право,216.94912203591247,0,Куб,Назад,93.43052453581979,Нет
1,Куб,Назад,68.90563529585077,0,Пирамида,Право,349.86296520207753,Да
1,Пирамида,Лево,292.6880140157789,0,Сфера,Назад,71.0256841210151,Да
0,Куб,Право,108.95331968531104,0,Пирамида,Лево,146.03789567966328,Нет
0,Куб,Назад,353.4225480028124,1,Куб,Назад,115.8879652649933,Нет
1,Сфера,Назад,265.42445954426506,0,Пирамида,Право,309.75461980980975,Нет
1,Сфера,Лево,155.28419740299998,1,Куб,Назад,120.24938462752452,Да
0,Пирамида,Вперед,351.8027371031319,1,Сфера,Вперед,208.87316164012304,Да
0,Сфера,Вперед,263.66145206720597,0,Сфера,Назад,30.759133917193765,Да
1,Сфера,Лево,71.40343085540462,1,Пирамида,Вперед,293.3287564593544,Да
1,Куб,Вперед,351.3350608909583,1,Куб,Назад,343.4289858294098,Нет
0,Пирамида,Право,357.0918538112822,0,Пирамида,Право,102.30090481024949,Да
0,Куб,Право,334.659523298484,1,Сфера,Лево,53.69486943551446,Нет
1,Куб,Вперед,311.80728953025255,0,Пирамида,Право,137.10799807779182,Нет
0,Пирамида,Лево,327.03046921873135,0,Куб,Вперед,85.81640502107925,Нет
0,Куб,Вперед,286.7626985108966,0,Сфера,Право,181.08898908687416,Да
1,Пирамида,Право,150.85032599740543,1,Куб,Лево,282.90791843179096,Да
0,Куб,Право,11.040008738794072,1,Сфера,Лево,269.69290931611675,Нет
