Объект1_Бинарный,Объект1_Форма,Объект1_Направление,Объект1_Угол,Объект2_Бинарный,Объект2_Форма,Объект2_Направление,Объект2_Угол,Коллизия
0,Куб,Вперед,303.7666569625015,1,Куб,Право,84.43941581827228,Да
1,Пирамида,Назад,314.5578165124387,1,Сфера,Вперед,202.51803595285165,Да
0,Куб,Лево,21.68850792567024,1,Куб,Назад,332.7450146230801,Нет
0,Куб,Назад,32.11564939633339,1,Куб,Лево,274.6059076935946,Да
0,Сфера,Назад,244.6261595349506,0,Куб,Назад,38.6723819158624,Нет
0,Куб,Право,348.6042023734742,0,Куб,Вперед,63.33556235153395,Да
0,Сфера,Вперед,45.61916314823966,0,Куб,Назад,132.7636781291425,Нет
0,Куб,Лево,50.72734678418064,1,Куб,Назад,267.05324528186895,Нет
0,Куб,Право,152.62173047731122,1,Пирамида,Назад,273.7855462243337,Да
1,Пирамида,Лево,128.78945450633606,0,Куб,Право,38.117324219983175,Да
1,Куб,Назад,16.722162763150234,1,Сфера,Лево,47.25114683422825,Да
0,Пирамида,Назад,353.0273983514247,1,Сфера,Право,7.728567756468547,Да
1,Куб,Лево,200.29088753929412,0,Куб,Лево,356.2772022389514,Да
0,Куб,Лево,92.82574578284088,1,Куб,Право,136.7668581128076,Да
1,Пирамида,Лево,261.1386353562429,1,Куб,Вперед,335.27678575869515,Да
0,Сфера,Назад,131.88559040896305,0,Куб,Вперед,169.0594924244347,Да
1,Куб,Назад,5.656064684769064,0,Пирамида,Право,35.142310517593046,Нет
1,Пирамида,Лево,180.08845447753475,0,Пирамида,Вперед,169.43485286440583,Да
0,Куб,Вперед,226.3972926629308,0,Пирамида,Вперед,93.59902131706355,Нет
1,Сфера,Вперед,107.16113755631741,0,Пирамида,Назад,347.6098915805945,Нет
0,Куб,Вперед,214.7778425620019,1,Пирамида,Назад,321.6763810843234,Да
1,Куб,Право,275.71631390826235,1,Куб,Назад,161.21725289437086,Нет
1,Куб,Лево,236.27608621748885,0,Сфера,Назад,282.5108481088521,Да
0,Пирамида,Назад,204.8480315319003,1,Пирамида,Право,304.442521216241,Нет
1,Сфера,Назад,13.157286175445645,1,Пирамида,Лево,95.65997843611707,Нет
1,Пирамида,Право,250.70631220490088,1,Сфера,Лево,23.216201761748124,Нет
1,Пирамида,Назад,334.822449149148,1,Куб,Право,84.86421127251106,Нет
1,Сфера,Лево,200.22376533126834,1,Сфера,Вперед,326.0948261415223,Нет
0,Куб,Назад,15.483577775714505,0,Сфера,Право,74.6378735596736,Нет
0,Пирамида,Право,273.4013507189087,1,Куб,Вперед,89.2036532397838,Нет
1,Сфера,Лево,233.80909459067522,1,Куб,Назад,292.59506601493115,Нет
0,Сфера,Назад,147.12858281123195,0,Пирамида,Право,221.39250251390018,Да
0,Куб,Право,110.35250608320669,0,Сфера,Назад,331.12042235173436,Нет
1,Пирамида,Право,248.9445508277292,0,Куб,Право,156.6592536716402,Да
0,Куб,Назад,77.14342350467132,0,Сфера,Назад,174.0495955686251,Да
0,Сфера,Право,157.0115482851201,0,Куб,Право,104.38986003095943,Нет
0,Пирамида,Вперед,313.96305094445376,0,Куб,Назад,74.65044829603198,Нет
1,Сфера,Вперед,167.14204296178917,1,Пирамида,Лево,90.22822290276838,Да
1,Пирамида,Лево,31.565135271841402,1,Пирамида,Право,359.4572919610405,Нет
0,Пирамида,Право,209.12516581596762,0,Куб,Назад,259.42016386665534,Да
0,Пирамида,Право,131.88309252565662,0,Сфера,Лево,124.3221728194419,Нет
1,Куб,Назад,33.8618129531787,0,Куб,Лево,133.34030192454944,Да
1,Куб,Назад,204.16934140260022,0,Сфера,Право,90.29677268153098,Да
0,Куб,Право,338.60305578833146,0,Сфера,Право,26.290365264838023,Да
0,Пирамида,Вперед,113.53258673256593,1,Куб,Право,186.22649288184633,Да
1,Пирамида,Лево,200.93731768539817,0,Пирамида,Лево,349.33798729389264,Да
0,Сфера,Вперед,357.3280871594892,0,Куб,Вперед,60.78918044180605,Нет
1,Сфера,Лево,154.550389869817,0,Сфера,Вперед,262.2295158513384,Да
0,Сфера,Вперед,322.10229345671087,0,Куб,Право,28.821250803743858,Да
0,Пирамида,Назад,129.6923163962656,0,Сфера,Вперед,37.83701757039402,Да
0,Куб,Лево,357.3127351385587,0,Сфера,Вперед,77.26839190078759,Да
1,Пирамида,Право,259.7925567833864,0,Сфера,Лево,173.269511496437,Да
0,Сфера,Лево,177.49680184724335,0,Сфера,Право,105.45539309050068,Нет
1,Сфера,Вперед,349.4616490350087,1,Сфера,Вперед,96.1755255867359,Нет
1,Куб,Право,213.05449228333478,0,Куб,Лево,182.89421648821528,Нет
1,Пирамида,Лево,129.74770294540693,0,Пирамида,Лево,282.60315413792335,Нет
0,Куб,Лево,190.34783983979239,0,Пирамида,Право,8.659349874145747,Нет
1,Сфера,Вперед,225.6339468624358,1,Сфера,Лево,284.9318136162592,Да
1,Пирамида,Вперед,173.11116865069005,0,Пирамида,Вперед,240.3863700757129,Да
0,Куб,Право,140.40832709499375,1,Сфера,Назад,317.1973293313299,Нет
0,Сфера,Право,97.27179101944954,1,Куб,Назад,289.515155303664,Да
0,Сфера,Назад,168.6466796305834,0,Сфера,Вперед,213.29275570651376,Нет
0,Куб,Право,114.62156076031002,0,Пирамида,Вперед,112.20229535767952,Нет
0,Куб,Право,317.78104188158403,0,Куб,Лево,278.89633843522995,Да
0,Сфера,Назад,354.07702727273227,1,Сфера,Лево,153.57733470273692,Да
1,Сфера,Лево,9.218801677052898,1,Сфера,Лево,286.17085536958933,Да
1,Куб,Вперед,217.40333704358233,1,Куб,Лево,246.83585467188982,Да
1,Куб,Право,317.79362557377493,0,Сфера,Право,36.392950035617055,Да
0,Сфера,Лево,44.66775585129141,0,Сфера,Назад,71.33411909119393,Да
0,Сфера,Лево,216.67121938095354,1,Куб,Лево,154.13504517275322,Нет
0,Сфера,Лево,182.79642015265873,0,Сфера,Право,281.6342844136428,Да
0,Куб,Вперед,221.0278976939679,1,Куб,Лево,33.154479583539896,Да
1,Сфера,Право,6.192282153994606,1,Пирамида,Лево,316.6234794112683,Да
0,Куб,Право,10.79804770053392,0,Куб,Право,60.1669068500574,Нет
0,Сфера,Лево,14.329259942592278,1,Пирамида,Назад,265.04269334463487,Да
1,Пирамида,Вперед,60.777330955934175,0,Куб,Назад,62.426277307674994,Нет
1,Куб,Вперед,4.681529060340588,0,Сфера,Назад,8.17170922281393,Да
1,Сфера,Право,76.44818763439764,0,Сфера,Назад,319.0658883250666,Нет
1,Сфера,Вперед,206.97232566580507,1,Пирамида,Назад,330.54614499947496,Да
1,Пирамида,Право,31.508944643995367,1,Куб,Назад,314.1485208837375,Нет
0,Куб,Назад,291.9308187475286,1,Пирамида,Право,23.495390085522246,Да
1,Пирамида,Вперед,119.99350567730092,1,Сфера,Лево,266.39578177133325,Да
0,Сфера,Вперед,85.6408545773832,0,Сфера,Право,277.02898616389,Да
1,Куб,Назад,49.82032270929221,1,Сфера,Лево,201.08504326927897,Да
1,Пирамида,Лево,336.1385773774258,1,Сфера,Назад,234.20555554665492,Нет
1,Куб,Вперед,131.16499861760323,1,Пирамида,Назад,19.85254004908585,Нет
0,Куб,Вперед,56.168601314602455,1,Куб,Право,190.3163609592877,Нет
1,Куб,Вперед,223.1775860922923,1,Пирамида,Вперед,83.61119069604587,Да
0,Пирамида,Назад,330.3842338144185,0,Пирамида,Назад,145.55233418015908,Да
1,Сфера,Назад,232.1840987896063,1,Пирамида,Вперед,175.29554176351095,Да
1,Пирамида,Вперед,82.50164229759842,1,Куб,Право,265.51735815603365,Да
1,Сфера,Право,170.88875648568543,1,Сфера,Вперед,45.95521096343794,Нет
1,Пирамида,Право,277.00061634744196,0,Куб,Вперед,210.06418695454332,Нет
1,Пирамида,Лево,119.8267879390554,1,Пирамида,Право,177.00450610611793,Да
0,Пирамида,Вперед,353.92776349521733,0,Куб,Назад,320.5987046481588,Да
1,Пирамида,Назад,7.310644203268977,1,Пирамида,Лево,201.2344048993829,Нет
0,Сфера,Вперед,217.0449911609508,1,Пирамида,Лево,27.515212843103384,Да
0,Пирамида,Назад,309.09883279337765,1,Сфера,Назад,236.93034815328753,Нет
1,Сфера,Назад,281.1940398230975,1,Пирамида,Право,239.21141162600685,Нет
1,Пирамида,Право,4.453810644060154,1,Сфера,Право,282.8789630805626,Да
0,Пирамида,Назад,80.23719528418225,1,Пирамида,Назад,45.53477313592926,Нет
0,Сфера,Назад,149.21056359925288,1,Куб,Назад,89.27439154796964,Да
0,Сфера,Назад,112.1302753240907,0,Куб,Назад,91.37818925605842,Нет
1,Пирамида,Назад,300.12517184725715,0,Куб,Назад,43.790188146286454,Нет
1,Пирамида,Лево,259.71664475405333,1,Сфера,Вперед,135.41510270571996,Нет
1,Пирамида,Вперед,112.04645718938889,0,Пирамида,Назад,233.48139414825084,Нет
0,Сфера,Лево,284.38912704805284,0,Куб,Назад,107.39399140254733,Нет
1,Куб,Право,98.36799442272482,0,Пирамида,Лево,295.3105829991133,Нет
0,Сфера,Назад,69.00903551152369,0,Пирамида,Лево,109.74129986731745,Да
1,Куб,Вперед,158.03754354146784,0,Пирамида,Вперед,117.62692271455765,Да
1,Сфера,Вперед,291.1616277868996,1,Пирамида,Право,187.18960875199195,Да
0,Сфера,Лево,263.2243320007525,1,Сфера,Назад,325.1759342181938,Нет
0,Сфера,Право,66.45531119219685,0,Сфера,Назад,134.03680598224003,Нет
0,Пирамида,Назад,286.3419467017877,1,Куб,Лево,110.10927776773741,Нет
1,Пирамида,Лево,65.09000182936926,0,Куб,Назад,3.261347901172651,Да
0,Куб,Право,336.76707602363433,1,Куб,Вперед,304.8764684931482,Нет
1,Сфера,Право,133.54201207133298,1,Пирамида,Назад,88.17859896211324,Да
1,Куб,Вперед,81.71196385085914,0,Пирамида,Назад,108.16740371257512,Да
0,Сфера,Назад,71.51487812187021,0,Куб,Назад,297.484781816109,Нет
0,Сфера,Вперед,65.66831272887813,0,Пирамида,Вперед,91.34070519732543,Нет
0,Куб,Право,165.74124134883678,0,Куб,Лево,140.18313824829843,Да
1,Пирамида,Вперед,262.28101792627194,1,Пирамида,Назад,193.80733591467768,Нет
0,Сфера,Право,73.66545698626805,0,Пирамида,Назад,25.19941474593677,Да
0,Пирамида,Лево,110.66181457650215,1,Пирамида,Назад,94.09742578557902,Да
0,Куб,Вперед,308.50311325487985,0,Куб,Право,206.60583861159785,Да
1,Сфера,Лево,314.3909943509915,0,Сфера,Назад,159.38542554580968,Да
0,Сфера,Право,132.28026224240145,1,Пирамида,Назад,226.36469459171178,Нет
1,Куб,Право,143.43415283161673,1,Куб,Право,233.99020047504695,Нет
1,Сфера,Право,143.19850696852316,1,Пирамида,Лево,290.3070293765773,Нет
0,Пирамида,Право,273.44524594873354,0,Куб,Лево,72.84533882152432,Нет
1,Сфера,Право,153.97602544741878,0,Сфера,Вперед,63.79613274043975,Да
0,Сфера,Назад,189.6231997305282,1,Сфера,Назад,273.4590644495646,Нет
1,Сфера,Вперед,301.39726951126687,1,Пирамида,Лево,90.66995051626317,Да
0,Куб,Назад,193.19379391619597,1,Сфера,Лево,50.85375197944349,Нет
1,Сфера,Назад,354.4666493255696,1,Пирамида,Лево,34.393792015807435,Да
1,Сфера,Вперед,151.11895700407746,0,Сфера,Вперед,16.532180732881173,Нет
1,Куб,Назад,274.7081195119268,1,Сфера,Право,304.79578596383476,Нет
0,Куб,Лево,298.43542593840425,1,Пирамида,Назад,82.89422398927978,Да
0,Куб,Вперед,148.24305148580598,0,Пирамида,Лево,6.895446501588389,Да
0,Пирамида,Назад,293.9436075170426,1,Сфера,Право,241.7888447684932,Да
1,Пирамида,Вперед,147.9862838370282,0,Куб,Вперед,311.54634608886823,Нет
0,Сфера,Вперед,305.4465282647343,0,Сфера,Вперед,76.53590242333026,Да
1,Куб,Право,318.58407326586274,0,Сфера,Право,99.66246701361413,Нет
0,Сфера,Лево,212.43998294879304,1,Пирамида,Лево,312.8272561272163,Нет
0,Пирамида,Право,23.082129195199794,1,Пирамида,Вперед,93.2544152887984,Нет
0,Куб,Назад,229.64624328366583,0,Пирамида,Вперед,78.09976244408236,Да
1,Пирамида,Вперед,9.00249010116735,1,Куб,Вперед,342.76360639212066,Нет
1,Куб,Вперед,10.034051548216723,1,Пирамида,Лево,0.8025848482270259,Нет
0,Куб,Лево,50.54500356820101,0,Пирамида,Вперед,158.388339624532,Да
1,Сфера,Лево,226.6250927922062,1,Куб,Вперед,87.91676743818861,Нет
1,Сфера,Лево,108.25998024404572,0,Куб,Лево,5.920230688673018,Нет
1,Пирамида,Вперед,37.51450340339689,1,Сфера,Лево,48.68638052934316,Да
0,Сфера,Назад,43.26286063485359,1,Куб,Назад,292.7663996188647,Да
0,Куб,Вперед,332.8873682214006,0,Пирамида,Лево,35.966123066847445,Нет
1,Сфера,Лево,105.31251738800755,1,Пирамида,Право,343.34861720494797,Нет
1,Куб,Вперед,223.44003768578875,1,Сфера,Вперед,119.59995752429576,Да
0,Куб,Лево,230.70217813301318,1,Куб,Лево,229.86636563817916,Нет
1,Куб,Вперед,333.74966414737696,1,Сфера,Право,218.08914775990942,Нет
0,Пирамида,Право,188.2212557944707,0,Куб,Назад,206.70317025769242,Да
0,Сфера,Вперед,319.3322632049132,0,Пирамида,Вперед,130.0802788899486,Нет
0,Сфера,Лево,185.47975857733147,0,Сфера,Вперед,28.96425515578356,Да
1,Пирамида,Назад,244.08266398400417,1,Куб,Назад,304.76413471094367,Нет
0,Куб,Вперед,58.49469239504961,0,Пирамида,Право,240.96384555741068,Нет
0,Сфера,Право,2.460244196431245,1,Пирамида,Назад,148.78554148373982,Да
1,Пирамида,Лево,200.30911274020636,1,Куб,Право,93.6436982475557,Да
1,Сфера,Право,111.63988981565736,1,Пирамида,Назад,156.67699121449445,Нет
1,Сфера,Право,137.14414456756842,1,Куб,Назад,156.4366886407855,Да
0,Сфера,Назад,158.05313918040466,0,Сфера,Право,340.8704718746247,Нет
0,Куб,Вперед,187.22821293712653,1,Сфера,Лево,272.242009965041,Да
