Объект1_Бинарный,Объект1_Форма,Объект1_Направление,Объект1_Угол,Объект2_Бинарный,Объект2_Форма,Объект2_Направление,Объект2_Угол,Коллизия
1,Сфера,Вперед,226.11067051910572,0,Сфера,Вперед,209.72335540310385,Нет
1,Сфера,Право,266.11661108413506,1,Куб,Лево,128.21798269765713,Нет
1,Сфера,Лево,7.7818213191734875,1,Пирамида,Право,115.94444534875825,Да
1,Сфера,Назад,327.69908013733635,1,Куб,Вперед,117.73457070221149,Да
0,Пирамида,Вперед,324.4333180080704,1,Куб,Право,48.67444507739275,Нет
1,Куб,Право,281.4275020950341,0,Пирамида,Вперед,192.41749411384316,Нет
0,Сфера,Право,244.05999682883643,0,Пирамида,Право,182.58142474162838,Да
1,Пирамида,Вперед,168.53916200168317,1,Пирамида,Лево,283.9780225532999,Нет
0,Сфера,Право,231.23285151402968,1,Пирамида,Право,74.7042825337402,Да
0,Сфера,Право,261.18331070422136,0,Куб,Назад,185.29012932469863,Нет
0,Куб,Право,289.50604866505626,0,Сфера,Вперед,181.74476335811167,Да
1,Куб,Назад,79.21000215923652,1,Сфера,Назад,104.6728863302468,Нет
0,Куб,Право,323.4334627721866,1,Сфера,Назад,142.27454778167706,Нет
1,Сфера,Вперед,132.3769007153129,0,Куб,Назад,292.7961971750973,Да
1,Куб,Лево,210.2451664102252,1,Сфера,Лево,313.0223861610358,Да
1,Сфера,Лево,279.9855543133865,0,Сфера,Вперед,20.23901381941279,Нет
1,Сфера,Вперед,62.20988998823782,0,Куб,Право,250.1892692728773,Нет
0,Куб,Назад,23.439124953537632,0,Сфера,Лево,65.91669307360128,Да
1,Куб,Лево,6.19249437863147,1,Куб,Право,316.4762454025275,Нет
0,Пирамида,Вперед,105.10711036998345,1,Куб,Право,145.08978840139756,Да
1,Куб,Назад,206.09774101586896,1,Пирамида,Право,223.0780225834298,Нет
0,Пирамида,Назад,156.92480494225526,1,Пирамида,Назад,196.4463931417912,Нет
0,Куб,Лево,64.75624044595648,1,Сфера,Право,306.6452240817463,Нет
0,Пирамида,Назад,171.99614452273224,0,Куб,Назад,236.594038763638,Нет
1,Куб,Право,328.4184903172435,1,Куб,Вперед,99.17674866280751,Нет
0,Куб,Право,161.9202512962276,1,Куб,Право,245.35844841639997,Да
1,Куб,Право,78.6473455527523,0,Пирамида,Назад,68.04344273218871,Нет
0,Куб,Назад,41.561702871173715,1,Куб,Вперед,325.5356947236154,Да
1,Сфера,Вперед,343.4459273638925,0,Сфера,Лево,321.39244077758065,Да
1,Пирамида,Лево,328.0119787990504,1,Сфера,Право,266.3733514599235,Да
1,Пирамида,Назад,275.83993190703984,1,Сфера,Вперед,212.43500123361122,Нет
1,Сфера,Вперед,136.2233371720294,0,Сфера,Право,335.58139305197835,Нет
1,Сфера,Лево,152.14437795030824,1,Пирамида,Назад,235.33292164083124,Нет
0,Куб,Вперед,350.56215950943704,0,Пирамида,Вперед,193.8790098317205,Да
0,Сфера,Вперед,50.04962518958553,0,Пирамида,Лево,142.57026779940836,Да
0,Пирамида,Назад,262.22024732352395,1,Куб,Право,95.81223484223636,Нет
1,Пирамида,Лево,46.786211624150475,1,Сфера,Право,49.61309011529244,Нет
1,Куб,Назад,227.56310660870292,1,Куб,Право,79.5274042909068,Нет
1,Пирамида,Лево,320.72509414630866,0,Пирамида,Лево,191.4239522805926,Нет
0,Пирамида,Назад,245.5137261412128,0,Сфера,Право,298.39911554748136,Нет
1,Сфера,Право,199.9894788490422,1,Пирамида,Назад,108.70167354511345,Да
1,Куб,Право,304.50815304135836,1,Пирамида,Лево,35.75639114802452,Нет
0,Куб,Вперед,59.34599755575785,0,Куб,Вперед,143.1062755871978,Нет
